title,authors,average_rating,isbn,# num_pages
The Star Wars Poster Book,Stephen J. Sansweet-Peter Vilmur,4.48,811848833,320
Inside Job,Connie Willis,3.66,1596060247,99
I'm the One That I Want,Margaret Cho,3.69,345440145,228
The Mill on the Floss,George Eliot-A.S. Byatt,3.79,141439629,579
Laura Ingalls Wilder Country: The People and Places in Laura Ingalls Wilder's Life and books,William   Anderson,4.23,613926552,120
The History of Sexuality 1: An Introduction,Michel Foucault-Robert Hurley,4.04,394417755,168
Out of this World,J.D. Robb-Laurell K. Hamilton-Susan Krinard-Maggie Shayne,4.07,515131091,357
A Whole Lotta Love,Donna Hill-Francis Ray-Brenda Jackson-Monica Jackson,4.46,451210905,384
Der Rat der Hexer,Elizabeth A. Lynn-Roland Fleissner,3.80,3426702118,383
Interesting Times: The Play,Stephen Briggs-Terry Pratchett,4.13,413772195,102
The Madman of Bergerac,Georges Simenon,3.76,141187263,160
The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,24
Microserfs,Douglas Coupland,3.88,60987049,371
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery-Mary Henley Rubio-Elizabeth Hillman Waterston,4.25,195421167,410
The History of England,Jane Austen-Cassandra Austen-Deirdre Le Faye-A.S. Byatt,3.89,1565120558,60
Blood Moon Over Bengal,Morag McKendrick Pippin,3.45,843954523,337
The Angry Hills,Leon Uris,3.66,553277871,245
Watchmen on the Walls,Hannah Hurnard,4.00,805413995,184
Sweet Revenge,Lynsay Sands,3.98,843946806,400
How to Live on 24 Hours a Day,Arnold Bennett,3.66,1406922900,92
Lidia's Family Table,Lidia Matticchio Bastianich-David Nussbaum-Christopher Hirsheimer,4.22,1400040353,448
The Masterharper of Pern (Pern  #15),Anne McCaffrey,4.23,552142743,462
Lady of Quality,Georgette Heyer,3.87,99474468,267
The Poisonwood Bible,Barbara Kingsolver,4.05,60930535,546
The Enemy (Jack Reacher  #8),Lee Child-Dick Hill,4.17,1593553943,14
House of Mirth,Edith Wharton,3.95,1600962203,324
Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,4.33,842313354,208
Red Message,Peter Abrahams,3.43,380898039,320
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh-Sherri L. King-Lorie O'Clare-Jaci Burton,4.12,1843607409,196
Patrick O'Brian: A Life Revealed,Dean King,3.92,340792566,427
Lords of the Sky,Angus Wells,3.94,553572660,688
Kitchen Privileges: A Memoir,Mary Higgins Clark,3.83,743206053,208
Bonesetter's Daughter,Amy Tan-Joan Chen,3.98,1597770760,11
The Essential Writings,Georg Wilhelm Friedrich Hegel,3.84,61318310,368
Proust And Signs: The Complete Text,Gilles Deleuze-Richard Howard,4.21,816632588,208
Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,321344758,201
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice-Robert O'Keefe-F. Murray Abraham-Michael York-Kate Nelligan-David Purdham,4.27,679410503,9
The Laws Of Our Fathers (Kindle County  #4),Scott Turow,3.75,446604402,817
The Mezentian Gate,E.R. Eddison,3.57,345272218,275
The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe-Catherine Hutter-Marcelle Clements,3.81,451529626,255
Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft-Mark P. Shea-Amy H. Sturgis,3.77,1887726098,323
Galapagos: World's End,William Beebe,3.84,486256421,528
Millie's Fling,Jill Mansell,3.74,747264864,512
Arctic Dreams,Barry  Lopez,4.21,375727485,496
The Revenge of the Baby-Sat,Bill Watterson,4.72,590452185,128
Once Said Darlene,William Sleator-Steven Kellogg,3.71,525364102,55
Clown Girl,Monica Drake-Chuck Palahniuk,3.42,976631156,297
The Communist Manifesto with Related Documents,Karl Marx-Friedrich Engels-John E. Toews,3.54,312157118,184
Quester's Endgame,Jo Clayton,3.97,886771382,372
The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,3.79,786015411,288
Radio Fifth Grade,Gordon Korman,3.55,590419277,192
Tripwire (Jack Reacher  #3),Lee Child-Dick Hill,4.09,1567408346,3
A General Theory of Love,Thomas Lewis-Fari Amini-Richard Lannon,4.11,375709223,288
Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,465073514,192
McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.90,425145301,352
R-T  Margaret  and the Rats of NIMH,Jane Leslie Conly-Leonard B. Lubin,3.52,64403874,272
Riot,Shashi Tharoor,3.70,143030906,272
The Spectator Bird,Wallace Stegner,3.98,140139400,214
Sellevision,Augusten Burroughs,3.55,1843543648,229
Tough to Tackle,Matt Christopher-Harvey Kidder,3.86,316140589,139
Le mythe de Sisyphe,Albert Camus,4.15,2070322882,187
Naked Lunch,William S. Burroughs-James Grauerholz-Barry Miles,3.44,802140181,289
Olives: The Life and Lore of a Noble Fruit,Mort Rosenblum,3.92,1899791388,320
A River Runs Through it and Other Stories,Norman Maclean-Annie Proulx,4.18,226500667,217
Ines of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,61161578,528
Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,4.09,373247958,248
The Santaland Diaries and Season's Greetings,David Sedaris-Joe Mantello,4.18,822216310,54
The Truelove Bride,Shana Abe,3.66,055358054X,357
Od Magic,Patricia A. McKillip,3.98,441013341,315
The Communist Manifesto and Other Revolutionary Writings: Marx  Marat  Paine  Mao  Gandhi  and Others,Bob Blaisdell-Karl Marx-Jean-Paul Marat-Tom Paine-Mao Zedong-Mahatma Gandhi,3.84,486424650,284
Matthew Flinders' Cat,Bryce Courtenay,3.80,670910619,611
The Annotated Brothers Grimm,Jacob Grimm-Wilhelm Grimm-Maria Tatar-A.S. Byatt-George Cruikshank-Paul Hey-Walter Crane-Warwick Goble-Kay Nielsen-Arthur Rackham,4.46,393058484,462
Imajica: The Reconciliation,Clive Barker,4.42,61094153,544
Canopy: A Work for Voice and Light in Harvard Yard,David   Ward-Parveen Adams-Seamus Heaney-Ivan Gaskell,0.00,916724948,63
Mercy Watson to the Rescue (Mercy Watson #1),Kate DiCamillo-Chris Van Dusen,4.04,763622702,80
A Million Little Lies,James Pinocchio-Pablo Fenjves,3.40,61171468,191
Fiddlers (87th Precinct  #55),Ed McBain-Otto Penzler,3.86,156032783,276
Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.00,764544578,72
Wartime Lies,Louis Begley,3.70,449001172,240
The Killing Dance (Anita Blake  Vampire Hunter  #6),Laurell K. Hamilton,4.13,425209067,368
Cart and Cwidder (The Dalemark Quartet  #1),Diana Wynne Jones,3.84,192752790,186
Name Dropping,Jane Heller,3.53,312978332,323
Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.02,1400049474,288
This Lullaby,Sarah Dessen,4.03,142501557,345
The Sleeping Doll (Kathryn Dance #1),Jeffery Deaver,3.93,743260945,428
Danny the Champion of the World,Roald Dahl-Quentin Blake,4.08,375814256,224
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,376
The Stolen Child,Keith Donohue,3.71,385516169,327
The Hour Before Dark,Douglas Clegg,3.75,843951427,370
Sword and Shield,John Terra,4.00,1560764988,16
Dr. Seuss (First Biographies),Cheryl Carlson,4.32,736850910,24
Filth: Dirt  Disgust  and Modern Life,William A. Cohen,4.17,816643008,360
Nathaniel Hawthorne's Tales,Nathaniel Hawthorne,4.08,393954269,480
The Au Pairs (The Au Pairs #1),Melissa de la Cruz,3.65,689873190,294
Cigarettes Are Sublime,Richard Klein,3.77,822316412,232
March,Geraldine Brooks,3.75,143036661,280
Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,192
Strawberry Girl,Lois Lenski,3.86,64405850,208
The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.70,553213296,410
Miracle at St. Anna,James McBride,3.74,1573229717,336
The Foundation Trilogy,Isaac Asimov,4.40,739444050,624
Brazil,John Updike,3.44,449911632,272
The Annotated Huckleberry Finn,Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,393020398,656
Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan-Jos. A. Smith,4.27,553345397,320
The Twentieth Wife (Taj Mahal Trilogy  #1),Indu Sundaresan,4.04,743428188,380
A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,076534551X,769
Games Mother Never Taught You,Betty Lehan Harragan,3.85,446361356,399
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa-Akira Watanabe,4.57,1421504596,192
No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.00,345362535,512
All the King's Men: Three Stage Versions,Robert Penn Warren-James A. Perkins-James A. Grimshaw,4.00,820320978,264
Half Asleep in Frog Pajamas,Tom Robbins,3.74,184243036X,389
The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,3.93,158567883X,560
En attendant Godot,Samuel Beckett,3.83,2707301485,124
In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,4.28,805073663,384
A Backward Glance,Edith Wharton-Louis Auchincloss,3.77,684847558,385
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin,4.53,394711831,1216
This Is Push: New Stories from the Edge,David Levithan-Patricia McCormick-Matthue Roth-Kevin Waltman-Samantha Schutz-Coe Booth-Eddie de Oliveira-Tanuja Desai Hidier-Kevin Brooks-Chris Wooding-Markus Zusak-Brian James-Kristen Kemp-Eireann Corrigan-Christopher Krovatin-Billy Merrell,3.62,439890284,240
Pearl and Wagner: Three Secrets,Kate McMullan-Janet Allison Brown-R.W. Alley,3.84,803725744,48
From Baghdad  With Love: A Marine  the War  and a Dog Named Lava (Lava #1),Jay Kopelman-Melinda Roth,4.11,1592289800,196
Eugene Onegin,Alexander Pushkin-James E. Falen,4.09,192838997,240
Delwau Duon: Peintiadau Nicholas Evans = Symphonies in Black: The Paintings of Nicholas Evans,Nicholas    Evans-Rhonda  Evans,5.00,862431352,150
Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.30,861711769,288
Under Orders (Sid Halley  #4),Dick Francis,3.86,399154000,308
Augustine,Henry Chadwick,3.74,192875345,128
The Bible Cure For Diabetes,Don Colbert,3.84,884196488,96
Sideways: The Shooting Script,Alexander Payne-Jim     Taylor,4.15,1557046557,192
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,142003298,120
Confessions of a Teenage Drama Queen (Confessions of a Teenage Drama Queen  #1),Dyan Sheldon,3.34,763628271,272
Stone Age Economics,Marshall Sahlins,3.91,202010996,348
Sisterhood of the Traveling Pants / Second Summer of the Sisterhood / Girls in Pants (Sisterhood #1-3),Ann Brashares,4.02,385734247,1040
The Sea,John Banville,3.51,1400097029,195
Planet of Slums,Mike  Davis,3.91,1844670228,228
Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.91,306812991,402
Lipstick Jungle,Candace Bushnell,3.40,786887079,496
Yosemite: Its Discovery  Its Wonder and Its People,Margaret Sanborn,3.96,939666502,289
Star Trek: Logs 7-10,Alan Dean Foster,3.71,671854054,788
Gilliam on Gilliam (Directors on Directors),Terry Gilliam-Ian Christie,4.10,571202802,294
Bloodlines,Richard Matheson-Mark Dawidziak,4.02,1887368884,520
Sugar Street,Naguib Mahfouz-Naguib Mahfouz,4.23,552995827,320
The Price of Glory (Saga of the Gray Death Legion  #3),William H. Keith Jr.,3.89,1555600387,321
When Nietzsche Wept,Irvin D. Yalom,4.30,60748125,310
The Wedding Night,Jayne Ann Krentz,3.46,1551668513,256
VALIS,Philip K. Dick,3.93,8445074466,299
The Mystery Play,Grant Morrison-Jon J. Muth,3.44,1563891891,80
The Woman in White,Wilkie Collins-Matthew Sweet,3.99,141439610,672
In Praise of Darkness,Jorge Luis Borges-Norman Thomas di Giovanni,3.63,525036350,142
The Secret Garden,Frances Hodgson Burnett,4.13,517189607,331
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel-Charles Dickens,4.34,159679237X,238
The House of Mirth,Edith Wharton,3.95,486420493,272
The Best of the Journal of Irreproducible Results,George H. Scherr-Richard Liebmann-Smith,4.32,894805959,195
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,764586033,129
The Curious Incident of the Dog in the Nighttime,Mark Haddon,3.87,1419317261,6
The Gift,Vladimir Nabokov-Michael Scammell-Dmitri Nabokov,4.00,141185872,406
Watership Down,Richard  Adams,4.06,743277708,476
First Among Sequels (Thursday Next  #5),Jasper Fforde,4.01,670038717,363
GraceLand,Chris Abani,3.78,312425287,336
Species of Spaces and Other Pieces,Georges Perec-John Sturrock,4.28,140189866,292
The Best American Essays 2006,Lauren Slater-Robert Atwan,3.88,618705295,304
The Pearl/The Red Pony,John Steinbeck,3.64,140042326,181
Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,552152943,396
El juego de Ender (Ender's Saga  #1),Orson Scott Card,4.30,8466616896,512
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,3.97,439050138,140
The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,553503707,304
Bi Any Other Name: Bisexual People Speak Out,Loraine Hutchins-Lani Ka'ahumanu,3.86,1555831745,379
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.25,312243359,356
A Man Without a Country,Kurt Vonnegut-Daniel Simon,4.08,081297736X,160
Graphic Design Solutions,Robin Landa,4.03,1401881548,403
Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller-Travis Charest-Michael Atiyeh-Brian Ching-Travel Foreman,4.07,1593076401,152
The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam-Charles McKeown,3.48,155783041X,238
Divine,Karen Kingsbury,4.28,141430935X,355
No More Dead Dogs,Gordon Korman,3.71,439294843,180
Crazy Hot (The Au Pairs  #4),Melissa de la Cruz,3.94,141693961X,271
The Mitford Girls: The Biography of an Extraordinary Family,Mary S. Lovell,3.97,349115052,616
The Second Time Around,Mary Higgins Clark,3.75,743412621,373
Forever Peace (The Forever War  #2),Joe Haldeman,3.74,441005667,351
The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,4.00,805080481,190
Black Rednecks and White Liberals,Thomas Sowell,4.36,1594030863,372
Tears (Fearless  #15),Francine Pascal,3.97,743412494,214
Murder at the Vicarage,Agatha Christie,4.05,451201159,256
The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf-Anne Olivier Bell-Andrew McNeillie,4.49,156260409,424
The Man Who Changed Everything: The Life of James Clerk Maxwell,Basil Mahon,4.12,470861711,256
Early Color,Saul Leiter-Martin Harrison,4.73,3865211399,156
Jimmy the Hand (Legends of the Riftwar  #3),Raymond E. Feist-Steve Stirling,3.95,6483909,368
The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost-Edward Connery Lathem,4.31,805069860,607
Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett-Ron Barrett,4.10,1595191356,32
Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,211
Another Dawn,Sandra Brown,3.98,044677698X,441
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.79,743203046,544
House of Meetings,Martin Amis,3.41,1400044553,241
Fantastic Beasts and Where to Find Them,Newt Scamander-J.K. Rowling-Albus Dumbledore,3.99,439321603,128
Dark Lord of Derkholm (Derkholm  #1),Diana Wynne Jones,4.12,575075368,328
Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,425058735,436
The Minority Report (Collected Stories of Philip K. Dick),Philip K. Dick,4.19,806521686,396
Henry Adams and the Making of America,Garry Wills,3.79,618134301,480
The Sound of Mountain Water,Wallace Stegner,4.05,140266747,288
Fables  Vol. 1: Legends in Exile,Bill Willingham-Terry Moore-Mike Allred-Lan Medina-Mark Buckingham-Matthew Sturges-Steve Leialoha-Craig Hamilton-Russ Braun-James Jean-Tony Akins-Eric Shanower-Shawn McManus-Jae Lee-Chrissie Zullo-David Petersen,3.97,1563899426,128
Advances in Polymer Science  Volume 194: Enzyme-Catalyzed Synthesis of Polymers,Shiro Kobayashi-David L. Kaplan-Helmut Ritter,0.00,3540292128,254
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi-Mattias Ripa,4.24,037571457X,153
The Aeneid,Virgil-Robert Fagles-Bernard Knox,3.83,670038032,486
Lestat Le Vampire,Anne Rice,4.07,2266032119,606
Survivor,Chuck Palahniuk,3.92,009928264X,289
Nightmare House (Harrow House  #1),Douglas Clegg,3.36,084395177X,340
Five t'Ang Poets,Wang Wei-Li Bai-Li Ho-Li Shang-yin-David        Young,4.31,093244055X,184
Michael's Golden Rules,Deloris Jordan-Roslyn M. Jordan-Michael Jordan-Kadir Nelson,3.95,689870167,32
Gold Coast,Nelson DeMille,4.08,751531219,637
Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.70,61124265,210
Birds of America,Lorrie Moore,4.11,312241224,291
Fruits Basket  Vol. 13,Natsuki Takaya-Alethea Nibley-Athena Nibley,4.43,1595324089,196
The Mind Parasites,Colin Wilson,3.79,974935999,240
Five Little Peppers at School,Margaret Sidney-Barbara Cooney,3.91,044040035X,320
Twelve Extraordinary Women Workbook,John F. MacArthur Jr.,3.97,1418505579,226
Under the Red Flag,Ha Jin,3.87,1581950063,224
Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.16,60826584,512
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,379
Kitty Takes a Holiday (Kitty Norville  #3),Carrie Vaughn,3.91,446618748,303
The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,140153179,884
The Caine Mutiny Court-Martial,Herman Wouk,4.13,385514417,120
The Collected Poems of Wilfred Owen,Wilfred Owen-Cecil Day-Lewis,4.33,811201325,192
Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,312426216,359
The Many Worlds of Magnus Ridolph,Jack Vance,3.92,879975318,174
Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard-Megan McMorris,4.29,1566915902,912
The Crazed,Ha Jin,3.49,434010537,336
Hijos de la medianoche,Salman Rushdie,3.99,8497934326,800
Fantastic Four  Volume 3,Mark Waid-Mike Wieringo,4.08,785120114,256
Beyond Innocence (Beyond Duet  #1),Emma Holly,3.62,515130990,295
A Tangled Web,L.M. Montgomery,3.89,770422454,288
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.58,936184922,206
Clea (The Alexandria Quartet #4),Lawrence Durrell,4.19,140153225,288
The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg-Walt Disney Company,4.33,786864028,192
Burning Bright,Tracy Chevalier,3.36,052594978X,320
Poems From The Hobbit,J.R.R. Tolkien,4.32,618009345,57
The Angry Moon,William Sleator-Blair Lent,3.48,316797375,48
Iceberg (Dirk Pitt  #3),Clive Cussler,3.84,425197387,340
A Matter of Trust (Justice  #0),Radclyffe,4.20,1933110333,240
To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,4.20,886776066,815
